"name","playerid","new_BABIP","BABIP","Source","BABIP_adj_rate"
"Enderson Mercado","sa3024254",0.297605,NA,NA,NA
"Endrys Briceno","sa505062",0.295258,NA,NA,NA
"Engel Daniel Peralta","sa3019538",0.296111,NA,NA,NA
"Engel Silvestre","sa3022397",0.298529,NA,NA,NA
"Enger Sanchez","sa3019387",0.295019,NA,NA,NA
"Engert Garcia","sa3021817",0.298796,NA,NA,NA
"Enmanuel Acosta","sa3010325",0.297404,NA,NA,NA
"Enmanuel De Jesus","18554",0.285060714285714,0.266,"REZ1",1.07165682062299
"Enmanuel Mejia","sa3009262",0.2905435,NA,NA,NA
"Enmanuel Pinales","sa3018832",0.285505,NA,NA,NA
"Enmanuel Solano","sa921578",0.299984,NA,NA,NA
"Enniel Cortez","sa3021525",0.293893,NA,NA,NA
"Enoli Paredes","20447",0.270170727272727,0.251,"REZ1",1.07637739949294
"Enrique Carta","sa3022048",0.297147,NA,NA,NA
"Enrique Coronel","sa3019739",0.29668,NA,NA,NA
"Enrique Santana","sa3007496",0.29547,NA,NA,NA
"Enrique Segura","sa3019147",0.29391,NA,NA,NA
"Enyel De Los Santos","18403",0.288172117647059,0.277,"REZ1",1.04033255468252
"Enyer Burgos","sa3019481",0.297207,NA,NA,NA
"Enyerber Rivero","sa3022129",0.298188,NA,NA,NA
"Erasmo Ramirez","10314",0.289178333333333,0.25,"REZ1",1.15671333333333
"Erian Rodriguez","sa3019625",0.29582,NA,NA,NA
"Eriberto Vasquez","sa3020970",0.297784,NA,NA,NA
"Eric Adler","sa3020592",0.297116,NA,NA,NA
"Eric Cerantola","sa3017914",0.294235166666667,NA,NA,NA
"Eric Dominguez","sa3019284",0.303227,NA,NA,NA
"Eric Foggo","sa3020948",0.297839,NA,NA,NA
"Eric Hanhold","18332",0.300909,NA,NA,NA
"Eric Lauer","19316",0.304701272727273,0.343,"REZ1",0.888341902994964
"Eric Mendez","sa3005433",0.291971,NA,NA,NA
"Eric Orze","27626",0.287024941176471,0.28,"REZ1",1.02508907563025
"Eric Pardinho","sa968102",0.287654,NA,NA,NA
"Eric Prado","sa3021780",0.293803,NA,NA,NA
"Eric Reyzelman","sa3020611",0.28638,NA,NA,NA
"Eric Silva","sa3017965",0.2852625,NA,NA,NA
"Eric Skoglund","16155",0.300908,NA,NA,NA
"Eric Stout","16873",0.288256,NA,NA,NA
"Eric Torres","sa3017262",0.2877165,NA,NA,NA
"Eric Veras","sa3024462",0.298219,NA,NA,NA
"Eric Yardley","15538",0.304249,NA,NA,NA
"Eric Yost","sa3022858",0.297724,NA,NA,NA
"Erich Uelmen","20323",0.290519166666667,0.268,"REZ1",1.08402674129353
"Erick Fedde","17425",0.294308588235294,0.307,"REZ1",0.958659896531903
"Erick Padilla","sa3019392",0.301395,NA,NA,NA
"Erick Pinales","sa3007963",0.295849,NA,NA,NA
"Erick Reynoso","sa3021749",0.294575,NA,NA,NA
"Erick Rodriguez","sa3015155",0.297896,NA,NA,NA
"Erik Martinez","sa3020835",0.293271,NA,NA,NA
"Erik Miller","26252",0.289845529411765,0.301,"REZ1",0.96294195817862
"Erik Rivera","sa3010867",0.303815,NA,NA,NA
"Erik Sabrowski","24978",0.286750933333333,0.267,"REZ1",1.07397353308365
"Erik Swanson","16587",0.284466705882353,0.282,"REZ1",1.00874718397998
"Erik Tolman","sa3021719",0.291379,NA,NA,NA
"Eriq Swan","sa3023514",0.297012,NA,NA,NA
"Eris Rodriguez","sa3017859",0.29676,NA,NA,NA
"Ernesto Jaquez","sa3004869",0.291359,NA,NA,NA
"Ernesto Mercedes","sa3018835",0.291672,NA,NA,NA
"Ernie Day","sa3023004",0.296701,NA,NA,NA
"Erubiel Armenta","sa3015125",0.289601,NA,NA,NA
"Ervin Santana","3200",0.29693,NA,NA,NA
"Ervin Torres","sa3018827",0.296623,NA,NA,NA
"Esmerlin Vinicio","sa3014708",0.297026,NA,NA,NA
"Estarlin Cruz","sa3021000",0.295629,NA,NA,NA
"Estarlin Escalante","sa3018906",0.293657,NA,NA,NA
"Estarlin Francisco","sa3023693",0.297384,NA,NA,NA
"Estarlin Rodriguez","sa3004871",0.297785,NA,NA,NA
"Esteban Luna","sa3024100",0.298847,NA,NA,NA
"Estibenzon Jimenez","sa3015983",0.290179,NA,NA,NA
"Ethan Bosacker","sa3023163",0.295226,NA,NA,NA
"Ethan Chenault","sa3023445",0.293494,NA,NA,NA
"Ethan Hammerberg","sa3019849",0.294922,NA,NA,NA
"Ethan Hankins","sa3008589",0.29755,NA,NA,NA
"Ethan Lindow","sa3005028",0.291181,NA,NA,NA
"Ethan Pecko","sa3022997",0.290733,NA,NA,NA
"Ethan Roberts","24930",0.293049333333333,0.303,"REZ1",0.967159515951595
"Ethan Routzahn","sa3017206",0.290355,NA,NA,NA
"Ethan Small","26364",0.291299058823529,0.292,"REZ1",0.997599516518936
"Ettore Giulianelli","sa3015281",0.29827,NA,NA,NA
"Eudry Alcantara","sa3019701",0.298564,NA,NA,NA
"Eudrys Manon","sa3009631",0.290934,NA,NA,NA
"Eudy Liriano","sa3021765",0.296282,NA,NA,NA
"Euri Montero","sa3015989",0.301952,NA,NA,NA
"Eury Perez","27768",0.285908117647059,0.287,"REZ1",0.996195531871285
"Eury Ramos","sa873729",0.2868505,NA,NA,NA
"Eury Rosado","sa3016489",0.292716,NA,NA,NA
"Evan Fitterer","sa3011433",0.301576,NA,NA,NA
"Evan Gates","sa3017311",0.2965275,NA,NA,NA
"Evan Johnson","sa3010000",0.293363,NA,NA,NA
"Evan Justice","30008",0.299953647058823,0.263,"REZ1",1.14050816372176
"Evan Kravetz","27536",0.2942345,NA,NA,NA
"Evan Lee","24988",0.296029,NA,NA,NA
"Evan Marshall","12297",0.298394,NA,NA,NA
"Evan McKendry","sa3010787",0.2853585,NA,NA,NA
"Evan Miller","sa915725",0.296641,NA,NA,NA
"Evan Phillips","17734",0.286216117647059,0.303,"REZ1",0.944607649000194
"Evan Reifert","sa3014860",0.287096142857143,NA,NA,NA
"Evan Shawver","sa3017780",0.3017985,NA,NA,NA
"Evan Sisk","sa3007612",0.299218571428571,NA,NA,NA
"Evan Taylor","sa3019950",0.299674,NA,NA,NA
"Evelio Hernandez","sa3019487",0.296415,NA,NA,NA
"Ever Moya","sa917836",0.29695,NA,NA,NA
"Everhett Hazelwood","sa3017197",0.294904,NA,NA,NA
"Eward Rodriguez","sa3018293",0.29775,NA,NA,NA
"Eybersson Polanco","sa3018301",0.306265,NA,NA,NA
"Ezequiel Bonilla","sa3018334",0.294824,NA,NA,NA
"Ezequiel Jimenez","sa3022146",0.295805,NA,NA,NA
"Ezequiel Ventura","sa3011859",0.296966,NA,NA,NA
"Fabian Gallardo","sa3024091",0.299395,NA,NA,NA
"Fabian Soto","sa3023829",0.297277,NA,NA,NA
"Fabian Ysalla","sa3021020",0.300956,NA,NA,NA
"Fabricio Reina","sa3003143",0.296988,NA,NA,NA
"Federik Jimenez","sa3019645",0.296644,NA,NA,NA
"Felipe Bello","sa3020084",0.298664,NA,NA,NA
"Felipe De La Cruz","sa3016065",0.29037,NA,NA,NA
"Felipe De Los Santos","sa3019262",0.299025,NA,NA,NA
"Felipito Santos","sa3010805",0.299015,NA,NA,NA
"Felix Arronde","sa3016526",0.304346,NA,NA,NA
"Felix Bautista","20666",0.276581294117647,0.258,"REZ1",1.07202051983584
"Felix Cabrera","sa3016496",0.298237,NA,NA,NA
"Felix Castro","sa3018361",0.297309,NA,NA,NA
"Felix Cepeda","sa3005445",0.2939465,NA,NA,NA
"Felix Minjarez","sa3007272",0.289251,NA,NA,NA
"Felix Paulino","sa828972",0.297336,NA,NA,NA
"Felix Pena","13403",0.299306,NA,NA,NA
"Felix Polanco","sa3008709",0.295212,NA,NA,NA
"Felix Ramires","sa3005828",0.313848,NA,NA,NA
"Fermin Magallanes","sa3021544",0.298497,NA,NA,NA
"Fernando Abad","4994",0.305685,0.293,"REZ1",1.04329351535836
"Fernando Cruz","7048",0.301231058823529,0.349,"REZ1",0.863126243047362
"Fernando Guanare","sa3015496",0.296716,NA,NA,NA
"Fernando Lozano","sa3008585",0.295229,NA,NA,NA
"Fernando Olguin","sa3008571",0.292154,NA,NA,NA
"Fernando Ortega","sa3009459",0.299173,NA,NA,NA
"Fernando Perez","sa3018826",0.296452,NA,NA,NA
"Fernando Sanchez","sa3010134",0.29009,NA,NA,NA
"Fineas Del BontaSmith","sa3010821",0.2948135,NA,NA,NA
"Fitz Stadler","sa876081",0.297335,NA,NA,NA
"Florencio Serrano","sa3010124",0.2897935,NA,NA,NA
"Forrest Whitley","19586",0.292923294117647,0.311,"REZ1",0.941875543786647
"Foster Griffin","16432",0.298793,NA,NA,NA
"Fraimin Marte","sa3015462",0.295532,NA,NA,NA
"Frainer Mejias","sa3021535",0.298058,NA,NA,NA
"Frainger Aranguren","sa3003132",0.298142,NA,NA,NA
"Framber Valdez","17295",0.287680941176471,0.273,"REZ1",1.05377634130575
"Fran Castro","sa3010675",0.295663,NA,NA,NA
"Francis Hernandez","sa3016223",0.295595,NA,NA,NA
"Francis Marte","sa3022118",0.299595,NA,NA,NA
"Francis Peguero","sa3005209",0.294191,NA,NA,NA
"Francis Pena","sa3019374",0.28953,NA,NA,NA
"Francis Reynoso","sa3015619",0.295617,NA,NA,NA
"Francis Rivera","sa3009217",0.314206,NA,NA,NA
"Francis Texido","sa3021028",0.289645,NA,NA,NA
"Francisco Frias","sa3022278",0.295881,NA,NA,NA
"Francisco Lucumi","sa3015460",0.298304,NA,NA,NA
"Francisco Mercado","sa3019652",0.293104,NA,NA,NA
"Francisco Morales","22913",0.291314,NA,NA,NA
"Francisco Morao","sa3022130",0.297371,NA,NA,NA
"Francisco Pazos","sa3022380",0.290485,NA,NA,NA
"Francisco Perez","21018",0.285626666666667,0.262,"REZ1",1.09017811704835
"Franck De La Rosa","sa3015964",0.299072,NA,NA,NA
"Franco Aleman","sa3018178",0.2933455,NA,NA,NA
"Francys Peguero","sa748442",0.291488,NA,NA,NA
"Frander Veras","sa3008723",0.296489,NA,NA,NA
"Franderly Morel","sa3020980",0.296835,NA,NA,NA
"Frandy Rodriguez","sa3022144",0.295262,NA,NA,NA
"Frank Duncan","sa738963",0.297652,NA,NA,NA
"Frank German","24750",0.295054,NA,NA,NA
"Frank Martinez","sa3022132",0.297725,NA,NA,NA
"Frank Moreno","sa3019294",0.294439,NA,NA,NA
"Frank Mozzicato","sa3018242",0.29302,NA,NA,NA
"Frank Rubio","sa3005162",0.296528,NA,NA,NA
"Frankeli Arias","sa3018352",0.286913,NA,NA,NA
"Frankie Montas","14309",0.290881647058824,0.306,"REZ1",0.950593617839293
"Frankie Scalzo Jr","sa3017724",0.288278,NA,NA,NA
"Franklin Dacosta","sa3002925",0.290646,NA,NA,NA
"Franklin De La Paz","sa3002811",0.295959,NA,NA,NA
"Franklin Gil","sa3019626",0.295924,NA,NA,NA
"Franklin Gomez","sa3019153",0.292945,NA,NA,NA
"Franklin Marquez","sa3015305",0.299216,NA,NA,NA
"Franklin Perez","sa873722",0.29738,NA,NA,NA
"Franklin Sanchez","sa3015157",0.301969,NA,NA,NA
"Franklyn Kilome","17861",0.29412,NA,NA,NA
"Franklyn Moreta","sa3018888",0.297776,NA,NA,NA
"Franly Urena","sa3022050",0.295104,NA,NA,NA
"Franny Cobos","sa3006494",0.29238,NA,NA,NA
"Franyel Diaz","sa3020976",0.300048,NA,NA,NA
"Franyelson Rodriguez","sa3015456",0.29846,NA,NA,NA
"Franyer Herrera","sa3019520",0.296048,NA,NA,NA
"Franyerson Reyes","sa3024586",0.297393,NA,NA,NA
"Fraser Ellard","29530",0.297687882352941,0.309,"REZ1",0.9633912050257
"Fraylin Suriel","sa3018357",0.295922,NA,NA,NA
"Fraynel Nova","sa3019696",0.305058,NA,NA,NA
"Fred Schlichtholz","sa3004455",0.298134,NA,NA,NA
"Fred Villarreal","sa3011477",0.290256,NA,NA,NA
"Freddery Paulino","sa3005881",0.299315,NA,NA,NA
"Freddy Pacheco","sa3006164",0.286802,NA,NA,NA
"Freddy Peralta","18679",0.273890235294118,0.274,"REZ1",0.999599398883641
"Freddy Tarnok","23324",0.29323125,0.294,"REZ1",0.997385204081633
"Frederic Frias","sa3021480",0.301736,NA,NA,NA
"Frederic Garcia","sa3006575",0.298675,NA,NA,NA
"Freilyn Guzman","sa3021760",0.299709,NA,NA,NA
"Freilyn Silverio","sa3019271",0.295714,NA,NA,NA
"Frelianderson Seijas","sa3018325",0.29775,NA,NA,NA
"Frenny Grant","sa3021572",0.297163,NA,NA,NA
"Freylin Garcia","sa941791",0.297499,NA,NA,NA
"Gabe Bierman","sa3016939",0.299585,NA,NA,NA
"Gabe Emmett","sa3017938",0.30217,NA,NA,NA
"Gabe Klobosits","19881",0.295332,NA,NA,NA
"Gabe Morales","sa3002781",0.290688,NA,NA,NA
"Gabe Mosser","sa3006834",0.293285,NA,NA,NA
"Gabe Speier","17170",0.283331529411765,0.255,"REZ1",1.11110403690888
"Gabe Starks","sa3023443",0.29998,NA,NA,NA
"Gabriel Agostini","sa3015488",0.287907,NA,NA,NA
"Gabriel Agrazal","sa3017143",0.296799,NA,NA,NA
"Gabriel Aguilera","sa3009494",0.300643,NA,NA,NA
"Gabriel Barbosa","sa3009593",0.296104,NA,NA,NA
"Gabriel Colmenarez","sa3022020",0.298274,NA,NA,NA
"Gabriel Cotto","sa3007934",0.297666,NA,NA,NA
"Gabriel Hernandez","sa3015147",0.298337,NA,NA,NA
"Gabriel Hughes","sa3020661",0.302778,NA,NA,NA
"Gabriel Jackson","sa3009463",0.30997,NA,NA,NA
"Gabriel Jaramillo","sa3008559",0.293424,NA,NA,NA
"Gabriel Ponce","sa3009985",0.289625,NA,NA,NA
"Gabriel Reyes","sa3016833",0.294502,NA,NA,NA
"Gabriel Rodriguez","sa3007219",0.310316,NA,NA,NA
"Gabriel Rodriguez","sa3016784",0.296901,NA,NA,NA
"Gabriel Sequeira","sa3014858",0.294437,NA,NA,NA
"Gabriel Sosa","sa3011682",0.290256,NA,NA,NA
"Gabriel Torres","sa3015447",0.298507,NA,NA,NA
"Gabriel Torres","sa3019383",0.297791,NA,NA,NA
"Gabriel Yanez","sa3005332",0.298716,NA,NA,NA
"Gage Stanifer","sa3021731",0.294302,NA,NA,NA
"Garrett Acton","27583",0.297269285714286,0.313,"REZ1",0.949742126882702
"Garrett Apker","sa3020821",0.290457,NA,NA,NA
"Garrett Baumann","sa3023310",0.304015,NA,NA,NA
"Garrett Brown","sa3023169",0.299797,NA,NA,NA
"Garrett Burhenn","sa3018173",0.2896245,NA,NA,NA
"Garrett Cleavinger","17897",0.292700470588235,0.306,"REZ1",0.956537485582468
"Garrett Crochet","27463",0.303994352941176,0.312,"REZ1",0.974340874811463
"Garrett Davila","sa875052",0.287665,NA,NA,NA
"Garrett Farmer","sa3010811",0.296389,NA,NA,NA
"Garrett Hawkins","sa3017383",0.285942,NA,NA,NA
"Garrett Hill","25097",0.285134166666667,0.27,"REZ1",1.0560524691358
"Garrett Irvin","sa3020176",0.290046,NA,NA,NA
"Garrett Leonard","sa3010141",0.294,NA,NA,NA
"Garrett McDaniels","sa3020619",0.2956276,NA,NA,NA
"Garrett McMillan","sa3023006",0.297257,NA,NA,NA
"Garrett Ramsey","sa3020973",0.297417,NA,NA,NA
"Garrett Richards","9784",0.29966,NA,NA,NA
"Garrett Schilling","sa3004770",0.311184,NA,NA,NA
"Garrett Schoenle","sa3016937",0.2889895,NA,NA,NA
"Garrett Stallings","sa3014457",0.2903815,NA,NA,NA
"Garrett Whitlock","20191",0.297503647058824,0.298,"REZ1",0.998334386103435
"Garrett Williams","sa738512",0.296277,NA,NA,NA
"Garrison Bryant","sa918939",0.290953,NA,NA,NA
"Garvin Alston","sa3010238",0.291004,NA,NA,NA
"Gary Gill Hill","sa3020972",0.300339,NA,NA,NA
"Gavin Collyer","sa3011742",0.29506,NA,NA,NA
"Gavin Hollowell","25427",0.281656266666667,0.26,"REZ1",1.08329333333333
"Gavin Stone","27792",0.292809583333333,0.295,"REZ1",0.992574858757062
"Gavin Williams","30122",0.288629058823529,0.303,"REZ1",0.95257115123277
"Geison Urbaez","sa3015135",0.298128,NA,NA,NA
"Gemil Santa","sa3018344",0.297983,NA,NA,NA
"Genderson Almonte","sa3019519",0.296808,NA,NA,NA
"Genderson Zapata","sa3017613",0.298033,NA,NA,NA
"Genesis Cabrera","17490",0.279990823529412,0.278,"REZ1",1.00716123571731
"Geoff Hartlieb","19558",0.287437454545455,0.271,"REZ1",1.06065481382087
"Geoffrey Gilbert","sa3020807",0.289014,NA,NA,NA
"George Kirby","25436",0.286693647058823,0.286,"REZ1",1.00242533936652
"George Klassen","sa3023440",0.2934185,NA,NA,NA
"George Soriano","21863",0.292568470588235,0.289,"REZ1",1.01234764909424
"Gerald Ogando","sa3005026",0.295679,NA,NA,NA
"Geralmi Santana","sa3016462",0.29887,NA,NA,NA
"Gerardo Abrego","sa3016741",0.297941,NA,NA,NA
"Gerardo Carrillo","sa3002790",0.296854,NA,NA,NA
"Gerardo Gutierrez","sa3005379",0.296889,NA,NA,NA
"Gerardo Reyes","16306",0.2848775,0.28,"REZ1",1.01741964285714
"Gerelmi Maldonado","sa3016018",0.296791,NA,NA,NA
"Gerlin Rosario","sa3019251",0.292569,NA,NA,NA
"German Fajardo","sa3023035",0.285179,NA,NA,NA
"German Marquez","15038",0.306815294117647,0.315,"REZ1",0.974016806722689
"German Nunez","sa3019287",0.295169,NA,NA,NA
"Geronimo Franzua","sa597245",0.29425,NA,NA,NA
"Gerrit Cole","13125",0.275580470588235,0.259,"REZ1",1.06401726095844
"Gerson Balbino","sa3019067",0.297039,NA,NA,NA
"Gerson Calzadilla","sa3016621",0.298928,NA,NA,NA
"Gerson Garabito","19835",0.281715647058824,0.259,"REZ1",1.08770520099932
"Gerson Moreno","sa736656",0.2851705,NA,NA,NA
"Geury Rodriguez","sa3019581",0.297935,NA,NA,NA
"Gianluca Dalatri","sa3015119",0.295665,NA,NA,NA
"Gil Luna","sa3017301",0.2936735,NA,NA,NA
"Gilberto Alcala","sa3019045",0.295948,NA,NA,NA
"Gilberto Batista","sa3020987",0.295355,NA,NA,NA
"Gilberto Chu","sa873302",0.293189,NA,NA,NA
"Gio Arriera","sa3004465",0.29401,NA,NA,NA
"Giomar Diaz","sa3018797",0.305199,NA,NA,NA
"Giovanny Gallegos","14986",0.290621529411765,0.32,"REZ1",0.908192279411765
"Giussepe Velasquez","sa3016463",0.293134,NA,NA,NA
"Gleiner Diaz","sa3015501",0.289962,NA,NA,NA
"Glenn Albanese Jr","sa3017302",0.295429,NA,NA,NA
"Glenn Otto","21366",0.293102916666667,0.315,"REZ1",0.93048544973545
"Gordon Graceffo","29519",0.288461529411765,0.281,"REZ1",1.02655348545112
"Grabiel Salazar","sa3015667",0.298418,NA,NA,NA
"Graeme Stinson","sa3011900",0.302041,NA,NA,NA
"Graham Ashcraft","27552",0.297244470588235,0.29,"REZ1",1.02498093306288
"Graham Firoved","sa3020557",0.296521,NA,NA,NA
"Graham Hoffman","sa3018238",0.297202,NA,NA,NA
"Graham Lawson","sa3014780",0.296927,NA,NA,NA
"Graham Osman","sa3023063",0.304332,NA,NA,NA
"Graham Spraker","sa3004024",0.290104,NA,NA,NA
"Grant Anderson","20546",0.289723176470588,0.309,"REZ1",0.937615457833619
"Grant Black","sa3014846",0.296191,NA,NA,NA
"Grant Dayton","11203",0.287868,NA,NA,NA
"Grant Ford","sa3010625",0.29572,NA,NA,NA
"Grant Gambrell","sa3011129",0.301027,NA,NA,NA
"Grant Gavin","sa918674",0.2959985,NA,NA,NA
"Grant Hartwig","29946",0.282312363636364,0.265,"REZ1",1.06532967409949
"Grant Holman","30002",0.287119647058824,0.276,"REZ1",1.04028857630009
"Grant Holmes","16944",0.296381294117647,0.28,"REZ1",1.05850462184874
"Grant Judkins","sa3015004",0.287282,NA,NA,NA
"Grant Kipp","sa3020185",0.297991,NA,NA,NA
"Grant Rogers","sa3023522",0.296322,NA,NA,NA
"Grant Wolfram","sa3008313",0.287468857142857,NA,NA,NA
"Gray Fenter","sa875233",0.2945,NA,NA,NA
"Grayson Moore","sa3023275",0.295912,NA,NA,NA
"Grayson Rodriguez","24492",0.294118,0.305,"REZ1",0.96432131147541
"Grayson Thurman","sa3020756",0.292407,NA,NA,NA
"Greg Holland","7196",0.297241,NA,NA,NA
"Greg Weissert","20375",0.302160941176471,0.311,"REZ1",0.971578588991867
"Gregori Louis","sa3019699",0.288948,NA,NA,NA
"Gregori Montano","sa3011464",0.297729,NA,NA,NA
"Gregori Vasquez","sa873328",0.295694,NA,NA,NA
"Gregoris Chalas","sa3008044",0.298547,NA,NA,NA
"Gregory Sanchez","sa3024267",0.299798,NA,NA,NA
"Gregory Santos","21894",0.295251411764706,0.297,"REZ1",0.994112497524262
"Gregory Soto","19677",0.295857647058824,0.297,"REZ1",0.996153693800753
"Greiber Mendez","sa3018041",0.302661,NA,NA,NA
"Greudis De Los Santos","sa3022012",0.298458,NA,NA,NA
"Griff McGarry","sa3017130",0.291451333333333,NA,NA,NA
"Griffin Canning","19867",0.289894,0.314,"REZ1",0.923229299363057
"Griffin Jax","20253",0.294447058823529,0.312,"REZ1",0.943740573152338
"Griffin McLarty","sa1115734",0.294533,NA,NA,NA
"Griffin Roberts","sa3008483",0.297655,NA,NA,NA
"Guillermo Arvizu","sa3019117",0.297349,NA,NA,NA
"Guillo Zuniga","19588",0.288586941176471,0.31,"REZ1",0.930925616698292
"Gunnar Groen","sa3019533",0.298792,NA,NA,NA
"Gunnar Hoglund","sa3019785",0.282829714285714,NA,NA,NA
"Gunner Mayer","sa3011199",0.288979,NA,NA,NA
"Gus Varland","24737",0.300793176470588,0.304,"REZ1",0.989451238390093
"Gustavo Del Pozo","sa3009745",0.294548,NA,NA,NA
"Gustavo Rivas","sa3016503",0.298797,NA,NA,NA
"Gustavo Rodriguez","sa3008438",0.299754,NA,NA,NA
"Haden Erbe","sa3020462",0.2905055,NA,NA,NA
"Hader Blanco","sa3019266",0.296011,NA,NA,NA
"Hagen Danner","22116",0.2834404,NA,NA,NA
"Haminton Mendez","sa3017150",0.298094,NA,NA,NA
"Hamlet Garcia","sa3021022",0.300282,NA,NA,NA
"Hancel Rincon","sa3009629",0.286776,NA,NA,NA
"Hanfermin Vargas","sa3024227",0.297964,NA,NA,NA
"Hans Crouse","22192",0.282698117647059,0.275,"REZ1",1.02799315508021
"Hansel Rincon","sa3015450",0.29722,NA,NA,NA
"Hansel Robles","11801",0.29392,NA,NA,NA
"Hansel Rosario","sa3019247",0.293426,NA,NA,NA
"Hansen Butler","sa3011363",0.296992,NA,NA,NA
"Harif Frias","sa3010251",0.296844,NA,NA,NA
"Harol Arias","sa3015347",0.296205,NA,NA,NA
"Harol Gonzalez","sa828505",0.29089,NA,NA,NA
"Harold Chirino","sa917637",0.2914,NA,NA,NA
"Harold Cortijo","sa3004588",0.295719,NA,NA,NA
"Harold Melenge","sa3009747",0.288237,NA,NA,NA
"Harrison Beethe","sa3017721",0.297734,NA,NA,NA
"Harrison Cohen","sa3020811",0.291361,NA,NA,NA
"Harrison Durow","sa3023484",0.295889,NA,NA,NA
"Harry Gustin","sa3023229",0.291679,NA,NA,NA
"Harry Rutkowski","sa3017067",0.29491,NA,NA,NA
"Hayden Birdsong","31635",0.295877058823529,0.328,"REZ1",0.902064203730273
"Hayden Deal","sa3004680",0.297889,NA,NA,NA
"Hayden Durke","sa3022733",0.304009,NA,NA,NA
"Hayden Harris","sa3019913",0.296839,NA,NA,NA
"Hayden Juenger","sa3017103",0.287193,NA,NA,NA
"Hayden Merda","sa3020826",0.294743,NA,NA,NA
"Hayden Minton","sa3023155",0.293299,NA,NA,NA
"Hayden Mullins","sa3023218",0.302454,NA,NA,NA
"Hayden Nierman","sa3020573",0.301388,NA,NA,NA
"Hayden Seig","sa3018115",0.300067,NA,NA,NA
"Hayden Snelsire","sa3023138",0.295827,NA,NA,NA
"Hayden Wesneski","27581",0.280978823529412,0.272,"REZ1",1.03301038062284
"Hayden Wynja","sa3020464",0.286002,NA,NA,NA
"Hayder Ortiz","sa3019428",0.302827,NA,NA,NA
"Hayes Heinecke","sa3017819",0.297913,NA,NA,NA
"Haylen Green","sa3017716",0.296237,NA,NA,NA
"Hayrol Done","sa3018879",0.29669,NA,NA,NA
"Hazahel Quijada","sa3007586",0.293444,NA,NA,NA
"Heath Hembree","11632",0.283749285714286,0.273,"REZ1",1.0393746729461
"Heath Holder","sa602623",0.290309,NA,NA,NA
"Hector Neris","11804",0.283492,0.269,"REZ1",1.05387360594796
"Hector Perez","18592",0.292996,NA,NA,NA
"Hector Santiago","4026",0.286863,NA,NA,NA
"Heisell Baro","sa3009225",0.296114,NA,NA,NA
"Heitor Tokar","sa3005683",0.301427,NA,NA,NA
"Helcris Olivarez","sa3002965",0.296371,NA,NA,NA
"Hendry Nunez","sa3006585",0.295314,NA,NA,NA
"Henrison Mota","sa3016801",0.297004,NA,NA,NA
"Henry Baez","sa3016584",0.289768,NA,NA,NA
"Henry Gomez","sa3009993",0.297861,NA,NA,NA
"Henry Henry","sa918121",0.299123,NA,NA,NA
"Henry Lalane","sa3016066",0.295003,NA,NA,NA
"Henry Martinez","sa3020963",0.292264,NA,NA,NA
"Henry Montilla","sa3019240",0.298235,NA,NA,NA
"Henry Tejada","sa3019275",0.298599,NA,NA,NA
"Henry Valencio","sa3005257",0.297333,NA,NA,NA
"Henry Williams","sa3020901",0.302673,NA,NA,NA
"Henson Leal","sa3019175",0.303137,NA,NA,NA
"Heribert Garcia","sa3006408",0.295547,NA,NA,NA
"Hever Bueno","sa738180",0.294495,NA,NA,NA
"Hiro Wyatt","sa3023613",0.304134,NA,NA,NA
"Hirokazu Sawamura","27515",0.297532,NA,NA,NA
"Hobie Harris","18615",0.30215125,0.296,"REZ1",1.02078125
"Hoby Milner","13346",0.292895529411765,0.294,"REZ1",0.996243297318928
"Hogan Harris","21520",0.292310235294118,0.315,"REZ1",0.927969000933707
"Holden Capps","sa3004097",0.297679,NA,NA,NA
"Holden Laws","sa3008332",0.292444,NA,NA,NA
"Holden Powell","sa3014854",0.289776,NA,NA,NA
"Holt Jones","sa3017368",0.295124,NA,NA,NA
"Horacio Andujar","sa3010370",0.293179,NA,NA,NA
