"name","playerid","new_L","L","Source","L_adj_rate"
"Dillon Overton","15627",0.0782,NA,NA,NA
"Dillon Peters","18790",0.0532,NA,NA,NA
"Dillon Tate","17796",1.79393176470588,2.587,"REZ1",0.693440960458401
"Dinelson Lamet","17186",2.85608333333333,2.013,"REZ1",1.41881934095049
"Diogenes Almengo","sa835215",0.0504,NA,NA,NA
"Diomede Sierra","sa3009586",0.054,NA,NA,NA
"Dioni Baez","sa3018309",0.061,NA,NA,NA
"Dionys Rodriguez","sa3005877",0.0559,NA,NA,NA
"Dioris De La Rosa","sa3024240",0.0907,NA,NA,NA
"Diorys Guerrero","sa3009503",0.0573,NA,NA,NA
"Diosmerky Taveras","sa3004872",0.0514,NA,NA,NA
"Diovel Mariano","sa3018363",0.0618,NA,NA,NA
"Doimil Perez","sa3017104",0.0617,NA,NA,NA
"Dom Hamel","sa3017949",3.5334,NA,NA,NA
"Domingo Acevedo","17092",0.414571428571429,1.324,"REZ1",0.313120414328874
"Domingo German","17149",2.76691636363636,3.064,"REZ1",0.903040588654166
"Domingo Geronimo","sa3018851",0.0611,NA,NA,NA
"Domingo Gonzalez","sa3007495",2.19890171428571,NA,NA,NA
"Domingo Robles","sa872881",3.03235,NA,NA,NA
"Domingo Tapia","12178",0.403285714285714,1.286,"REZ1",0.313596978449234
"Dominic Hambley","sa3017999",0.0579,NA,NA,NA
"Dominic Leone","13763",1.31457581818182,2.326,"REZ1",0.565165871961229
"Dominic Perachi","sa3020841",3.03495,NA,NA,NA
"Dominic Pipkin","sa3007896",0.0524,NA,NA,NA
"Donal Montas","sa3019394",0.0608,NA,NA,NA
"Donny Troconis","sa3020992",0.0886,NA,NA,NA
"Donovan Benoit","sa3017464",1.52685,NA,NA,NA
"Donovan Walton","19314",1,NA,NA,NA
"Donye Evans","sa3023037",0.0619,NA,NA,NA
"Donys Garcia","sa3015941",0.0609,NA,NA,NA
"Doug Kirkland","sa3023095",0.0575,NA,NA,NA
"Doug Nikhazy","sa3018110",1.59498342857143,NA,NA,NA
"Douglas Orellana","sa3016817",0.0699,NA,NA,NA
"Drake Fellows","sa3015208",2.53545,NA,NA,NA
"Drew Anderson","15130",4.02705,NA,NA,NA
"Drew Carlton","19868",0.376857142857143,1.195,"REZ1",0.315361625821877
"Drew Conover","sa3023279",0.0728,NA,NA,NA
"Drew Dowd","sa3023509",0.0801,NA,NA,NA
"Drew Garrett","sa3022322",0.0583,NA,NA,NA
"Drew Gray","sa3017964",0.0791,NA,NA,NA
"Drew Hutchison","10732",0.0711,NA,NA,NA
"Drew Irvine","sa3019642",0.0563,NA,NA,NA
"Drew McDaniel","sa3020384",0.0859,NA,NA,NA
"Drew Parrish","sa3011395",4.03575,NA,NA,NA
"Drew Pomeranz","11426",0.848492714285714,NA,NA,NA
"Drew Rasmussen","25385",4.96932470588235,3.796,"REZ1",1.30909502262443
"Drew Rom","24602",1.90115581818182,2.693,"REZ1",0.705962056510144
"Drew Rucinski","12499",0.619928571428571,2,"REZ1",0.309964285714286
"Drew Smith","17755",1.30202352941176,2.412,"REZ1",0.539810750170715
"Drew Smyly","11760",3.53214352941177,4.275,"REZ1",0.826232404540764
"Drew Sommers","sa3020885",0.0515,NA,NA,NA
"Drew Steckenrider","18806",0.0518,NA,NA,NA
"Drew Strotman","sa3004584",2.52595,NA,NA,NA
"Drew Thorpe","31967",6.07716588235294,3.031,"REZ1",2.00500359035069
"Drew VerHagen","13424",0.746428571428571,2.484,"REZ1",0.300494593972855
"Drey Jameson","26260",2.58520235294118,2.484,"REZ1",1.04074168797954
"Drue Hackenberg","sa3023304",1.30477233333333,NA,NA,NA
"Dualvert Gutierrez","sa3015452",0.0804,NA,NA,NA
"Duane Underwood Jr","14677",1.82670833333333,3.332,"REZ1",0.548231792717087
"Dugan Darnell","sa3014876",1.02845,NA,NA,NA
"Duncan Davitt","sa3020394",4.03585,NA,NA,NA
"Duncan Snider","sa3019695",0.0716,NA,NA,NA
"Duque Hebbert","sa3021026",0.0748,NA,NA,NA
"Durbin Feltman","sa3007959",0.0516,NA,NA,NA
"Dusten Knight","16537",0.0513,NA,NA,NA
"Dustin May","19716",3.11978117647059,3.05,"REZ1",1.02287907425265
"Dustin Saenz","sa3017610",3.0363,NA,NA,NA
"Dwayne Matos","sa3009508",0.0538,NA,NA,NA
"Dylan Bice","sa918551",0.0569,NA,NA,NA
"Dylan Bundy","12917",0.0727,NA,NA,NA
"Dylan Burns","sa3018793",0.0623,NA,NA,NA
"Dylan Carmouche","sa3023412",0.0742,NA,NA,NA
"Dylan Castaneda","sa3011731",0.0748,NA,NA,NA
"Dylan Cease","18525",9.22833764705882,9.213,"REZ1",1.00166478313892
"Dylan Coleman","22276",1.43427692307692,1.878,"REZ1",0.763725731137872
"Dylan Covey","14825",2.17436690909091,5.979,"REZ1",0.36366732047013
"Dylan Cumming","sa3020818",3.5338,NA,NA,NA
"Dylan DeLucia","sa3024964",0.0761,NA,NA,NA
"Dylan Dodd","29928",2.04646458823529,1.81,"REZ1",1.13064341891453
"Dylan File","sa3004197",4.0365,NA,NA,NA
"Dylan Floro","13394",2.78025764705882,2.927,"REZ1",0.949865953897787
"Dylan Hall","sa3015008",0.0546,NA,NA,NA
"Dylan Heid","sa3019113",2.02595,NA,NA,NA
"Dylan King","sa3009924",0.0513,NA,NA,NA
"Dylan Lee","19996",2.20167411764706,2.441,"REZ1",0.901955804034027
"Dylan Lesko","sa3020677",0.0843,NA,NA,NA
"Dylan MacLean","sa3014508",0.0732,NA,NA,NA
"Dylan Nedved","sa3020326",0.0578,NA,NA,NA
"Dylan Phillips","sa3019862",0.0517,NA,NA,NA
"Dylan Ray","sa3020392",3.03375,NA,NA,NA
"Dylan Simmons","sa3023468",0.0562,NA,NA,NA
"Dylan Smith","sa3018113",0.071,NA,NA,NA
"Dylan Spacke","sa3010812",0.0531,NA,NA,NA
"Dylan Spain","sa3017134",1.0265,NA,NA,NA
"Dylan Tebrake","sa3020477",0.0498,NA,NA,NA
"Dylan Wilson","sa3021017",0.0892,NA,NA,NA
"Easton Lucas","26058",1.55229658823529,0.767,"REZ1",2.02385474346192
"Easton McGee","22176",1.72366666666667,2.664,"REZ1",0.647022022022022
"Easton Sikorski","sa3020250",0.061,NA,NA,NA
"Eccel Correa","sa3021019",0.0762,NA,NA,NA
"Eddy Alberto","sa3019491",0.0564,NA,NA,NA
"Eddy Demurias","sa3007852",1.02605,NA,NA,NA
"Eddy Felix","sa3019646",0.0873,NA,NA,NA
"Eddy Peralta","sa3021757",0.0603,NA,NA,NA
"Eddy Yean","sa3006543",3.02655,NA,NA,NA
"Edelvis Perez","sa3024783",0.0932,NA,NA,NA
"Edgar Barclay","sa1170012",3.53565,NA,NA,NA
"Edgar Escobar","sa3007244",0.0701,NA,NA,NA
"Edgar Garcia","19276",0.0536,NA,NA,NA
"Edgar Isea","sa3009936",0.0562,NA,NA,NA
"Edgar Leon","sa3019161",0.0917,NA,NA,NA
"Edgar Manzo","sa3009638",0.0618,NA,NA,NA
"Edgar Moreta","sa3020989",0.0725,NA,NA,NA
"Edgar Navarro","24363",0.623642857142857,2.054,"REZ1",0.303623591598275
"Edgar Portes","sa3015386",0.0736,NA,NA,NA
"Edgar Sanchez","sa3011131",0.055,NA,NA,NA
"Edgar Santana","17355",0.0487,NA,NA,NA
"Edgardo Henriquez","26944",1.40490933333333,1.894,"REZ1",0.741768391411475
"Edgardo Ibarra","sa3015348",0.0825,NA,NA,NA
"Edinson Batista","sa3009266",0.0726,NA,NA,NA
"Edinson Salgado","sa3019598",0.0896,NA,NA,NA
"Edinson Valdespina","sa3017875",0.0618,NA,NA,NA
"Edinzo Marquez","sa3019300",0.0901,NA,NA,NA
"Edison Suriel","sa917807",0.0589,NA,NA,NA
"Eduar Gonzalez","sa3020993",0.0898,NA,NA,NA
"Eduar Segovia","sa3008374",0.0579,NA,NA,NA
"Eduard Bazardo","20997",1.95339247058824,2.861,"REZ1",0.682765631103892
"Eduard Monroy","sa3011243",0.057,NA,NA,NA
"Eduardo Fernandez","sa3021005",0.061,NA,NA,NA
"Eduardo Herrera","sa3002702",0.0493,NA,NA,NA
"Eduardo Rivera","sa3017951",0.0726,NA,NA,NA
"Eduardo Robles","sa3022261",0.0903,NA,NA,NA
"Eduardo Rodriguez","13164",6.98505294117647,3.988,"REZ1",1.7515177886601
"Eduardo Salazar","23135",2.35520705882353,1.729,"REZ1",1.36217875004253
"Eduardo Soriano","sa3017278",0.0783,NA,NA,NA
"Eduardo Tovar","sa3019647",0.0615,NA,NA,NA
"Eduardo Zapata","sa3017656",0.0629,NA,NA,NA
"Eduarniel Nunez","sa3005284",2.52555,NA,NA,NA
"Edwar Chirinos","sa3018842",0.0763,NA,NA,NA
"Edwar Colina","20589",0.0486,NA,NA,NA
"Edwar Polimir","sa3017552",0.0674,NA,NA,NA
"Edward Baram","sa3010664",0.0576,NA,NA,NA
"Edward Cabrera","21690",7.40078,6.587,"REZ1",1.12354334294823
"Edward Cedano","sa3021792",0.0949,NA,NA,NA
"Edwin Cervantes","sa3020965",0.0705,NA,NA,NA
"Edwin Diaz","14710",2.94565411764706,3.499,"REZ1",0.841855992468436
"Edwin Escobar","10337",1.52545,NA,NA,NA
"Edwin Gonzalez","sa3019263",0.0845,NA,NA,NA
"Edwin Jimenez","sa3010800",0.0769,NA,NA,NA
"Edwin Moreno","sa3019166",0.0901,NA,NA,NA
"Edwin Nunez","sa3014813",2.5393,NA,NA,NA
"Edwin Rodriguez","sa3016058",0.0621,NA,NA,NA
"Edwin Uceta","20539",2.42743176470588,2.464,"REZ1",0.985158995416348
"Edwin Zamudio","sa3015951",0.0614,NA,NA,NA
"Edwuin Bencomo","sa917763",0.0654,NA,NA,NA
"Efrain Contreras","sa3005692",2.53375,NA,NA,NA
"Eiberson Castellano","sa3015414",2.64825,NA,NA,NA
"Eider Machuca","sa3019430",0.0852,NA,NA,NA
"Eiker Huizi","sa3007842",0.055,NA,NA,NA
"Eiver Espinoza","sa3018908",0.0746,NA,NA,NA
"Eli Ankeney","sa3020390",0.0559,NA,NA,NA
"Eli Lingos","sa3006798",0.0514,NA,NA,NA
"Eli Morgan","20203",2.24437176470588,3.024,"REZ1",0.742186430127607
"Eli Saul","sa3020471",0.0516,NA,NA,NA
"Eli Villalobos","20408",1.478625,1.24,"REZ1",1.19243951612903
"Elian Serrata","sa3018871",0.0604,NA,NA,NA
"Eliander Alcalde","sa3016519",0.0572,NA,NA,NA
"Elias Moscoso","sa3019159",0.0617,NA,NA,NA
"Eliazar De Los Santos","sa3019709",0.0897,NA,NA,NA
"Eliazar Dishmey","sa3019181",0.0861,NA,NA,NA
"Eliecer Bata","sa3019254",0.0711,NA,NA,NA
"Eliecer Romero","sa3015945",0.0621,NA,NA,NA
"Elieser Hernandez","16933",3.04679166666667,3.136,"REZ1",0.971553465136054
"Eliezer Pena","sa3022119",0.0805,NA,NA,NA
"Eligio Paredes","sa3019129",0.0565,NA,NA,NA
"Elijah Birdsong","sa3020377",0.0577,NA,NA,NA
"Elijah Dale","sa3023501",0.0779,NA,NA,NA
"Elijah Pleasants","sa3024979",0.0629,NA,NA,NA
"Eliseo Mota","sa3019718",0.0857,NA,NA,NA
"Elison Joseph","sa3015306",1.02435,NA,NA,NA
"Elliot Johnstone","sa3020801",0.057,NA,NA,NA
"Elmer RodriguezCruz","sa3019459",0.0725,NA,NA,NA
"Elvin Jimenez","sa3019756",0.0617,NA,NA,NA
"Elvin Rodriguez","20962",0.9271624,2.014,"REZ1",0.46035868917577
"Elvis Alvarado","sa919291",1.588186,NA,NA,NA
"Elvis Garcia","sa3015360",0.0755,NA,NA,NA
"Elvis Jerez","sa3009469",0.0575,NA,NA,NA
"Elvis Novas","sa3016816",0.0576,NA,NA,NA
"Elvis Peguero","21652",3.00432235294118,2.436,"REZ1",1.23330145851444
"Elvis Soto","sa3019556",0.0811,NA,NA,NA
"Elwis Mijares","sa3021009",0.0872,NA,NA,NA
"Emailin Montilla","sa3020956",0.0511,NA,NA,NA
"Emannoel Madeira","sa3021737",0.0924,NA,NA,NA
"Emerson Hancock","27470",3.51832705882353,3.282,"REZ1",1.07200702584507
"Emerson Talavera","sa3016005",0.0584,NA,NA,NA
"Emiliano Teodo","sa3015158",1.90386371428571,NA,NA,NA
"Emilio Castillo","sa3016812",0.0604,NA,NA,NA
"Emilio Marquez","sa3006145",0.0521,NA,NA,NA
"Emilio Pagan","14771",3.53191529411765,3.499,"REZ1",1.00940705747861
"Emilio Vargas","sa736761",0.0768,NA,NA,NA
"Emilker Guzman","sa3003158",0.0554,NA,NA,NA
"Eminen Flores","sa3019632",0.0798,NA,NA,NA
"Emmanuel Chapman","sa3023456",2.0328,NA,NA,NA
"Emmanuel Clase","21032",2.61532588235294,5.248,"REZ1",0.498347157460545
"Emmanuel Martinez","sa3019055",0.0723,NA,NA,NA
"Emmanuel Ramirez","17304",1.615625,2.071,"REZ1",0.780118300338001
"Emmanuel Reyes","sa3019071",0.0799,NA,NA,NA
"Emmet Sheehan","29839",1.88816893333333,3.563,"REZ1",0.529937954906914
"Emmett Olson","sa3023223",0.079,NA,NA,NA
"Enderjer Sifontes","sa3016458",0.072,NA,NA,NA
"Enderson Mercado","sa3024254",0.0871,NA,NA,NA
"Endrys Briceno","sa505062",0.0513,NA,NA,NA
"Engel Daniel Peralta","sa3019538",0.0718,NA,NA,NA
"Engel Silvestre","sa3022397",0.0618,NA,NA,NA
"Enger Sanchez","sa3019387",0.0608,NA,NA,NA
"Engert Garcia","sa3021817",0.0757,NA,NA,NA
"Enmanuel Acosta","sa3010325",0.0582,NA,NA,NA
"Enmanuel De Jesus","18554",0.757642857142857,2.528,"REZ1",0.299700497287523
"Enmanuel Mejia","sa3009262",3.0296,NA,NA,NA
"Enmanuel Pinales","sa3018832",0.0776,NA,NA,NA
"Enmanuel Solano","sa921578",0.0573,NA,NA,NA
"Enniel Cortez","sa3021525",0.0818,NA,NA,NA
"Enoli Paredes","20447",0.97163,1.847,"REZ1",0.526058473199783
"Enrique Carta","sa3022048",0.0617,NA,NA,NA
"Enrique Coronel","sa3019739",0.0689,NA,NA,NA
"Enrique Santana","sa3007496",0.0557,NA,NA,NA
"Enrique Segura","sa3019147",0.0838,NA,NA,NA
"Enyel De Los Santos","18403",1.30806058823529,2.477,"REZ1",0.528082595169679
"Enyer Burgos","sa3019481",0.062,NA,NA,NA
"Enyerber Rivero","sa3022129",0.0624,NA,NA,NA
"Erasmo Ramirez","10314",1.96154166666667,1.641,"REZ1",1.19533313020516
"Erian Rodriguez","sa3019625",0.0745,NA,NA,NA
"Eriberto Vasquez","sa3020970",0.0627,NA,NA,NA
"Eric Adler","sa3020592",1.52675,NA,NA,NA
"Eric Cerantola","sa3017914",1.284225,NA,NA,NA
"Eric Dominguez","sa3019284",0.0657,NA,NA,NA
"Eric Foggo","sa3020948",0.0585,NA,NA,NA
"Eric Hanhold","18332",0.0508,NA,NA,NA
"Eric Lauer","19316",2.49654109090909,4.05,"REZ1",0.616429898989899
"Eric Mendez","sa3005433",0.0568,NA,NA,NA
"Eric Orze","27626",1.94065211764706,1.698,"REZ1",1.14290466292524
"Eric Pardinho","sa968102",1.02535,NA,NA,NA
"Eric Prado","sa3021780",0.0804,NA,NA,NA
"Eric Reyzelman","sa3020611",0.52485,NA,NA,NA
"Eric Silva","sa3017965",2.52605,NA,NA,NA
"Eric Skoglund","16155",0.0588,NA,NA,NA
"Eric Stout","16873",0.0502,NA,NA,NA
"Eric Torres","sa3017262",1.5261,NA,NA,NA
"Eric Veras","sa3024462",0.0898,NA,NA,NA
"Eric Yardley","15538",0.0536,NA,NA,NA
"Eric Yost","sa3022858",0.0728,NA,NA,NA
"Erich Uelmen","20323",1.23233333333333,2.266,"REZ1",0.543836422477199
"Erick Fedde","17425",9.43512941176471,6.528,"REZ1",1.44533232410611
"Erick Padilla","sa3019392",0.0615,NA,NA,NA
"Erick Pinales","sa3007963",0.0564,NA,NA,NA
"Erick Reynoso","sa3021749",0.0946,NA,NA,NA
"Erick Rodriguez","sa3015155",0.0829,NA,NA,NA
"Erik Martinez","sa3020835",0.0603,NA,NA,NA
"Erik Miller","26252",2.58853176470588,1.497,"REZ1",1.72914613540807
"Erik Rivera","sa3010867",0.0763,NA,NA,NA
"Erik Sabrowski","24978",2.89243733333333,1.748,"REZ1",1.65471243325706
"Erik Swanson","16587",2.70072470588235,2.393,"REZ1",1.12859369238711
"Erik Tolman","sa3021719",0.0814,NA,NA,NA
"Eriq Swan","sa3023514",0.0776,NA,NA,NA
"Eris Rodriguez","sa3017859",0.0583,NA,NA,NA
"Ernesto Jaquez","sa3004869",0.0602,NA,NA,NA
"Ernesto Mercedes","sa3018835",0.0776,NA,NA,NA
"Ernie Day","sa3023004",0.0588,NA,NA,NA
"Erubiel Armenta","sa3015125",0.0547,NA,NA,NA
"Ervin Santana","3200",0.054,NA,NA,NA
"Ervin Torres","sa3018827",0.0864,NA,NA,NA
"Esmerlin Vinicio","sa3014708",0.0731,NA,NA,NA
"Estarlin Cruz","sa3021000",0.0626,NA,NA,NA
"Estarlin Escalante","sa3018906",0.0556,NA,NA,NA
"Estarlin Francisco","sa3023693",0.0959,NA,NA,NA
"Estarlin Rodriguez","sa3004871",0.0562,NA,NA,NA
"Esteban Luna","sa3024100",0.092,NA,NA,NA
"Estibenzon Jimenez","sa3015983",0.0751,NA,NA,NA
"Ethan Bosacker","sa3023163",0.0772,NA,NA,NA
"Ethan Chenault","sa3023445",0.0544,NA,NA,NA
"Ethan Hammerberg","sa3019849",0.0604,NA,NA,NA
"Ethan Hankins","sa3008589",0.0686,NA,NA,NA
"Ethan Lindow","sa3005028",0.0703,NA,NA,NA
"Ethan Pecko","sa3022997",2.532,NA,NA,NA
"Ethan Roberts","24930",1.780736,1.578,"REZ1",1.12847655259823
"Ethan Routzahn","sa3017206",2.52575,NA,NA,NA
"Ethan Small","26364",1.33990917647059,1.506,"REZ1",0.889713928599328
"Ettore Giulianelli","sa3015281",0.058,NA,NA,NA
"Eudry Alcantara","sa3019701",0.0874,NA,NA,NA
"Eudrys Manon","sa3009631",0.0531,NA,NA,NA
"Eudy Liriano","sa3021765",0.0782,NA,NA,NA
"Euri Montero","sa3015989",0.058,NA,NA,NA
"Eury Perez","27768",4.52907294117647,3.865,"REZ1",1.17181706110646
"Eury Ramos","sa873729",0.5262,NA,NA,NA
"Eury Rosado","sa3016489",0.0621,NA,NA,NA
"Evan Fitterer","sa3011433",4.53875,NA,NA,NA
"Evan Gates","sa3017311",1.52555,NA,NA,NA
"Evan Johnson","sa3010000",0.0557,NA,NA,NA
"Evan Justice","30008",2.37590917647059,2.348,"REZ1",1.01188636135885
"Evan Kravetz","27536",2.026,NA,NA,NA
"Evan Lee","24988",0.0595,NA,NA,NA
"Evan Marshall","12297",0.0505,NA,NA,NA
"Evan McKendry","sa3010787",2.53395,NA,NA,NA
"Evan Miller","sa915725",0.0568,NA,NA,NA
"Evan Phillips","17734",2.18264235294118,3.84,"REZ1",0.568396446078431
"Evan Reifert","sa3014860",2.43139,NA,NA,NA
"Evan Shawver","sa3017780",2.03445,NA,NA,NA
"Evan Sisk","sa3007612",2.08829657142857,NA,NA,NA
"Evan Taylor","sa3019950",0.0554,NA,NA,NA
"Evelio Hernandez","sa3019487",0.0815,NA,NA,NA
"Ever Moya","sa917836",0.058,NA,NA,NA
"Everhett Hazelwood","sa3017197",0.0599,NA,NA,NA
"Eward Rodriguez","sa3018293",0.082,NA,NA,NA
"Eybersson Polanco","sa3018301",0.0936,NA,NA,NA
"Ezequiel Bonilla","sa3018334",0.0787,NA,NA,NA
"Ezequiel Jimenez","sa3022146",0.0888,NA,NA,NA
"Ezequiel Ventura","sa3011859",0.0584,NA,NA,NA
"Fabian Gallardo","sa3024091",0.0875,NA,NA,NA
"Fabian Soto","sa3023829",0.0952,NA,NA,NA
"Fabian Ysalla","sa3021020",0.0788,NA,NA,NA
"Fabricio Reina","sa3003143",0.0582,NA,NA,NA
"Federik Jimenez","sa3019645",0.0626,NA,NA,NA
"Felipe Bello","sa3020084",0.0581,NA,NA,NA
"Felipe De La Cruz","sa3016065",0.0661,NA,NA,NA
"Felipe De Los Santos","sa3019262",0.0691,NA,NA,NA
"Felipito Santos","sa3010805",0.0622,NA,NA,NA
"Felix Arronde","sa3016526",0.0764,NA,NA,NA
"Felix Bautista","20666",2.31107764705882,2.919,"REZ1",0.791736090119501
"Felix Cabrera","sa3016496",0.0553,NA,NA,NA
"Felix Castro","sa3018361",0.0819,NA,NA,NA
"Felix Cepeda","sa3005445",1.52665,NA,NA,NA
"Felix Minjarez","sa3007272",0.0512,NA,NA,NA
"Felix Paulino","sa828972",0.0525,NA,NA,NA
"Felix Pena","13403",0.0501,NA,NA,NA
"Felix Polanco","sa3008709",0.0605,NA,NA,NA
"Felix Ramires","sa3005828",0.0581,NA,NA,NA
"Fermin Magallanes","sa3021544",0.0612,NA,NA,NA
"Fernando Abad","4994",0.408285714285714,1.294,"REZ1",0.315522190328991
"Fernando Cruz","7048",2.92870588235294,3.523,"REZ1",0.831310213554624
"Fernando Guanare","sa3015496",0.0572,NA,NA,NA
"Fernando Lozano","sa3008585",0.0653,NA,NA,NA
"Fernando Olguin","sa3008571",0.0575,NA,NA,NA
"Fernando Ortega","sa3009459",0.0614,NA,NA,NA
"Fernando Perez","sa3018826",0.0756,NA,NA,NA
"Fernando Sanchez","sa3010134",0.064,NA,NA,NA
"Fineas Del BontaSmith","sa3010821",1.5267,NA,NA,NA
"Fitz Stadler","sa876081",0.0514,NA,NA,NA
"Florencio Serrano","sa3010124",1.5317,NA,NA,NA
"Forrest Whitley","19586",2.29646235294118,2.215,"REZ1",1.03677758597796
"Foster Griffin","16432",0.0478,NA,NA,NA
"Fraimin Marte","sa3015462",0.061,NA,NA,NA
"Frainer Mejias","sa3021535",0.0672,NA,NA,NA
"Frainger Aranguren","sa3003132",0.0581,NA,NA,NA
"Framber Valdez","17295",8.23101411764706,7.234,"REZ1",1.13782335051798
"Fran Castro","sa3010675",0.0581,NA,NA,NA
"Francis Hernandez","sa3016223",0.0626,NA,NA,NA
"Francis Marte","sa3022118",0.0865,NA,NA,NA
"Francis Peguero","sa3005209",0.0532,NA,NA,NA
"Francis Pena","sa3019374",2.49794166666667,NA,NA,NA
"Francis Reynoso","sa3015619",0.0575,NA,NA,NA
"Francis Rivera","sa3009217",0.0814,NA,NA,NA
"Francis Texido","sa3021028",0.0885,NA,NA,NA
"Francisco Frias","sa3022278",0.0609,NA,NA,NA
"Francisco Lucumi","sa3015460",0.0612,NA,NA,NA
"Francisco Mercado","sa3019652",0.0855,NA,NA,NA
"Francisco Morales","22913",2.0254,NA,NA,NA
"Francisco Morao","sa3022130",0.0868,NA,NA,NA
"Francisco Pazos","sa3022380",0.0629,NA,NA,NA
"Francisco Perez","21018",1.40329166666667,0.793,"REZ1",1.76959857082808
"Franck De La Rosa","sa3015964",0.0688,NA,NA,NA
"Franco Aleman","sa3018178",2.04702333333333,NA,NA,NA
"Francys Peguero","sa748442",0.0521,NA,NA,NA
"Frander Veras","sa3008723",0.0602,NA,NA,NA
"Franderly Morel","sa3020980",0.06,NA,NA,NA
"Frandy Rodriguez","sa3022144",0.0615,NA,NA,NA
"Frank Duncan","sa738963",0.0695,NA,NA,NA
"Frank German","24750",0.048,NA,NA,NA
"Frank Martinez","sa3022132",0.0614,NA,NA,NA
"Frank Moreno","sa3019294",0.0854,NA,NA,NA
"Frank Mozzicato","sa3018242",0.0791,NA,NA,NA
"Frank Rubio","sa3005162",0.0512,NA,NA,NA
"Frankeli Arias","sa3018352",0.0791,NA,NA,NA
"Frankie Montas","14309",7.00519176470588,8.855,"REZ1",0.791100142823928
"Frankie Scalzo Jr","sa3017724",2.5259,NA,NA,NA
"Franklin Dacosta","sa3002925",0.0512,NA,NA,NA
"Franklin De La Paz","sa3002811",0.055,NA,NA,NA
"Franklin Gil","sa3019626",0.083,NA,NA,NA
"Franklin Gomez","sa3019153",0.0703,NA,NA,NA
"Franklin Marquez","sa3015305",0.0578,NA,NA,NA
"Franklin Perez","sa873722",0.0592,NA,NA,NA
"Franklin Sanchez","sa3015157",0.0587,NA,NA,NA
"Franklyn Kilome","17861",0.0507,NA,NA,NA
"Franklyn Moreta","sa3018888",0.0611,NA,NA,NA
"Franly Urena","sa3022050",0.0735,NA,NA,NA
"Franny Cobos","sa3006494",0.0525,NA,NA,NA
"Franyel Diaz","sa3020976",0.089,NA,NA,NA
"Franyelson Rodriguez","sa3015456",0.0567,NA,NA,NA
"Franyer Herrera","sa3019520",0.0869,NA,NA,NA
"Franyerson Reyes","sa3024586",0.092,NA,NA,NA
"Fraser Ellard","29530",3.49209647058824,1.367,"REZ1",2.55456947372951
"Fraylin Suriel","sa3018357",0.0628,NA,NA,NA
"Fraynel Nova","sa3019696",0.0711,NA,NA,NA
"Fred Schlichtholz","sa3004455",0.0483,NA,NA,NA
"Fred Villarreal","sa3011477",0.0526,NA,NA,NA
"Freddery Paulino","sa3005881",0.0889,NA,NA,NA
"Freddy Pacheco","sa3006164",0.0717,NA,NA,NA
"Freddy Peralta","18679",9.32535294117647,9.039,"REZ1",1.03167971470035
"Freddy Tarnok","23324",1.84,0.897,"REZ1",2.05128205128205
"Frederic Frias","sa3021480",0.0619,NA,NA,NA
"Frederic Garcia","sa3006575",0.0599,NA,NA,NA
"Freilyn Guzman","sa3021760",0.0922,NA,NA,NA
"Freilyn Silverio","sa3019271",0.09,NA,NA,NA
"Frelianderson Seijas","sa3018325",0.062,NA,NA,NA
"Frenny Grant","sa3021572",0.0667,NA,NA,NA
"Freylin Garcia","sa941791",0.0513,NA,NA,NA
"Gabe Bierman","sa3016939",0.0571,NA,NA,NA
"Gabe Emmett","sa3017938",0.0686,NA,NA,NA
"Gabe Klobosits","19881",0.053,NA,NA,NA
"Gabe Morales","sa3002781",0.0684,NA,NA,NA
"Gabe Mosser","sa3006834",3.03515,NA,NA,NA
"Gabe Speier","17170",1.83290470588235,1.746,"REZ1",1.04977360016171
"Gabe Starks","sa3023443",0.0592,NA,NA,NA
"Gabriel Agostini","sa3015488",0.0862,NA,NA,NA
"Gabriel Agrazal","sa3017143",0.061,NA,NA,NA
"Gabriel Aguilera","sa3009494",0.0848,NA,NA,NA
"Gabriel Barbosa","sa3009593",0.0724,NA,NA,NA
"Gabriel Colmenarez","sa3022020",0.0919,NA,NA,NA
"Gabriel Cotto","sa3007934",0.0769,NA,NA,NA
"Gabriel Hernandez","sa3015147",0.0582,NA,NA,NA
"Gabriel Hughes","sa3020661",0.408525,NA,NA,NA
"Gabriel Jackson","sa3009463",0.0591,NA,NA,NA
"Gabriel Jaramillo","sa3008559",0.0563,NA,NA,NA
"Gabriel Ponce","sa3009985",0.0521,NA,NA,NA
"Gabriel Reyes","sa3016833",0.0734,NA,NA,NA
"Gabriel Rodriguez","sa3007219",0.0618,NA,NA,NA
"Gabriel Rodriguez","sa3016784",0.0867,NA,NA,NA
"Gabriel Sequeira","sa3014858",0.051,NA,NA,NA
"Gabriel Sosa","sa3011682",0.0527,NA,NA,NA
"Gabriel Torres","sa3015447",0.0844,NA,NA,NA
"Gabriel Torres","sa3019383",0.092,NA,NA,NA
"Gabriel Yanez","sa3005332",0.0538,NA,NA,NA
"Gage Stanifer","sa3021731",0.0842,NA,NA,NA
"Garrett Acton","27583",0.693,2.297,"REZ1",0.30169786678276
"Garrett Apker","sa3020821",0.0601,NA,NA,NA
"Garrett Baumann","sa3023310",0.0696,NA,NA,NA
"Garrett Brown","sa3023169",0.0582,NA,NA,NA
"Garrett Burhenn","sa3018173",3.0362,NA,NA,NA
"Garrett Cleavinger","17897",3.55780705882353,2.33,"REZ1",1.52695581923757
